quiz_id,lock_ip,user_id,lock_type,lock_date
2,0,399,2,1684583978
2,0,400,2,1684585064
2,0,402,2,1685431078
2,0,403,2,1685447772
2,0,404,2,1685508988
2,0,406,2,1686038557
2,0,407,2,1686039616
2,0,408,2,1686044084
2,0,409,2,1686046367
2,0,410,2,1686048811
2,0,411,2,1686122770
2,0,412,2,1686566581
2,0,413,2,1686987778
2,0,414,2,1686992553
2,0,415,2,1687073829
2,0,416,2,1687076556
2,0,417,2,1687259945
2,0,418,2,1687419251
2,0,419,2,1687773443
2,0,420,2,1687875265
2,0,422,2,1687958794
2,0,426,2,1688547888
2,0,428,2,1688629265
2,0,431,2,1688822728
2,0,432,2,1688886304
2,0,433,2,1688890753
2,0,435,2,1689162559
2,0,436,2,1689424317
2,0,437,2,1689485211
2,0,440,2,1689839121
2,0,441,2,1690113124
2,0,442,2,1690178084
2,0,443,2,1690192737
2,0,444,2,1690633118
2,0,445,2,1690799323
2,0,446,2,1691394997
2,0,447,2,1691401042
2,0,448,2,1691402693
2,0,450,2,1691478857
2,0,453,2,1692174403
2,0,454,2,1692192891
2,0,455,2,1692195136
2,0,457,2,1692271638
2,0,458,2,1692281560
2,0,459,2,1692528518
2,0,460,2,1692529384
2,0,463,2,1692625434
2,0,464,2,1692623995
2,0,465,2,1692623637
2,0,466,2,1692626626
2,0,467,2,1692634828
2,0,468,2,1692695730
2,0,469,2,1692694640
2,0,471,2,1692709450
2,0,472,2,1692710242
2,0,474,2,1692795136
2,0,475,2,1693065327
2,0,476,2,1693137316
2,0,477,2,1693210723
2,0,478,2,1693411820
2,0,479,2,1693815137
2,0,480,2,1693903191
2,0,481,2,1693912633
2,0,482,2,1694247234
2,0,483,2,1694344909
2,0,484,2,1694426679
2,0,485,2,1694524895
2,0,486,2,1694530378
2,0,488,2,1694612290
2,0,489,2,1694967231
2,0,490,2,1694973051
2,0,491,2,1695103481
2,0,492,2,1695133988
2,0,493,2,1695135493
2,0,494,2,1695139150
2,0,495,2,1695194379
2,0,496,2,1695640506
2,0,497,2,1695645719
2,0,498,2,1696068348
2,0,499,2,1696084003
2,0,500,2,1696166804
2,0,501,2,1696405153
2,0,503,2,1696424205
2,0,504,2,1696499838
2,0,505,2,1696665660
2,0,507,2,1696764069
2,0,508,2,1696764165
2,0,509,2,1696770884
2,0,510,2,1696832353
2,0,511,2,1696919921
2,0,513,2,1696938861
2,0,514,2,1697009551
2,0,515,2,1697288062
2,0,516,2,1697299085
2,0,517,2,1697346329
2,0,519,2,1697375166
2,0,520,2,1697379620
2,0,523,2,1701090975
2,0,524,2,1701609033
2,0,526,2,1701612620
2,0,527,2,1701624285
2,0,528,2,1701679773
2,0,529,2,1702321886
2,0,530,2,1702374866
2,0,531,2,1702378178
2,0,533,2,1702383724
2,0,537,2,1702485088
2,0,539,2,1702905404
2,0,540,2,1702911696
2,0,542,2,1702997014
2,0,543,2,1703058869
2,0,545,2,1703101832
2,0,546,2,1703346696
2,0,547,2,1703406562
2,0,549,2,1703938513
2,0,550,2,1703943505
2,0,551,2,1703958243
2,0,552,2,1704637706
2,0,553,2,1704712360
2,0,554,2,1704727873
2,0,556,2,1704966951
2,0,558,2,1706428573
2,0,566,2,1708330988
2,0,568,2,1708959523
2,0,579,2,1715006728
2,0,581,2,1715081394
2,0,582,2,1716036984
2,0,583,2,1716038874
2,0,584,2,1716051149
2,0,588,2,1716653774
2,0,589,2,1716658397
2,0,594,2,1716727138
2,0,596,2,1717938300
2,0,597,2,1717945581
2,0,599,2,1718087278
2,0,600,2,1718087466
2,0,601,2,1718092452
2,0,602,2,1718104247
2,0,604,2,1718117840
2,0,605,2,1718170329
2,0,608,2,1718185753
2,0,609,2,1719670573
2,0,610,2,1719666065
2,0,611,2,1719671947
2,0,612,2,1719732327
2,0,613,2,1719811749
2,0,619,2,1723916807
2,0,620,2,1724173259
2,0,627,2,1725195083
2,0,631,2,1727097249
2,0,633,2,1727112048
2,0,638,2,1727285587
2,0,643,2,1727876805
2,0,645,2,1728134765
2,0,654,2,1729005663
2,0,655,2,1729676283
2,0,656,2,1729679148
2,0,657,2,1729690377
2,0,658,1,1730190245
2,0,658,2,1730190245
2,0,659,1,1730206689
2,0,659,2,1730206689
3,0,1,2,1653739696
3,0,37,2,1653812070
3,0,70,2,1653817013
3,0,71,2,1653817207
3,0,72,2,1653817637
3,0,79,2,1653827542
3,0,80,2,1653828113
3,0,82,2,1653886165
3,0,84,2,1653915969
3,0,85,2,1654056048
3,0,86,2,1654069122
3,0,90,2,1654576826
3,0,92,2,1654582850
3,0,94,2,1654670592
3,0,96,2,1654687134
3,0,97,2,1656214915
3,0,98,2,1656220302
3,0,99,2,1656320323
3,0,100,2,1656405528
3,0,101,2,1656415525
3,0,103,2,1656835216
3,0,104,2,1656846896
3,0,105,2,1656913446
3,0,106,2,1657095191
3,0,107,2,1657103200
3,0,108,2,1657109530
3,0,109,2,1657117158
3,0,110,2,1657124084
3,0,112,2,1657530299
3,0,113,2,1657535111
3,0,114,2,1657539795
3,0,115,2,1657540236
3,0,116,2,1657602246
3,0,117,2,1657604819
3,0,118,2,1657606781
3,0,119,2,1657607437
3,0,120,2,1657608167
3,0,121,2,1657613370
3,0,124,2,1657621534
3,0,126,2,1657624158
3,0,128,2,1657626365
3,0,130,2,1657695393
3,0,132,2,1657708593
3,0,133,2,1657966450
3,0,134,2,1657973516
3,0,135,2,1658034968
3,0,136,2,1658037411
3,0,137,2,1658037000
3,0,138,2,1658045466
3,0,139,2,1658049834
3,0,140,2,1658053182
3,0,141,2,1658060160
3,0,142,2,1658289920
3,0,144,2,1658304138
3,0,145,2,1658652213
3,0,146,2,1658657874
3,0,152,2,1658666219
3,0,153,2,1658721628
3,0,154,2,1658729560
3,0,155,2,1658733755
3,0,157,2,1658743249
3,0,158,2,1658752229
3,0,159,2,1658755738
3,0,160,2,1658807180
3,0,161,2,1658816427
3,0,162,2,1658823683
3,0,163,2,1658830161
3,0,164,2,1658841747
3,0,166,2,1659270412
3,0,167,2,1659342414
3,0,168,2,1659356880
3,0,169,2,1659412477
3,0,170,2,1659424794
3,0,171,2,1659426552
3,0,172,2,1659435137
3,0,173,2,1660045980
3,0,174,2,1660104081
3,0,176,2,1660117748
3,0,177,2,1660126177
3,0,178,2,1660132474
3,0,179,2,1660197993
3,0,180,2,1660368554
3,0,181,2,1660378274
3,0,182,2,1660393718
3,0,183,2,1660640015
3,0,184,2,1660643838
3,0,185,2,1660652642
3,0,186,2,1660708408
3,0,187,2,1660716540
3,0,188,2,1660723416
3,0,189,2,1661335834
3,0,190,2,1661573288
3,0,191,2,1661582044
3,0,192,2,1661589546
3,0,194,2,1661658983
3,0,195,2,1661674732
3,0,197,2,1661754316
3,0,198,2,1661834750
3,0,199,2,1661840043
3,0,200,2,1661847998
3,0,201,2,1661853965
3,0,202,2,1662380904
3,0,204,2,1662898884
3,0,205,2,1662956846
3,0,207,2,1662970514
3,0,208,2,1662977796
3,0,209,2,1662984345
3,0,210,2,1663042281
3,0,212,2,1663057169
3,0,215,2,1663065712
3,0,216,2,1663071202
3,0,217,2,1663139156
3,0,223,2,1663657370
3,0,224,2,1663675645
3,0,225,2,1664355122
3,0,226,2,1664703159
3,0,227,2,1664780065
3,0,228,2,1664791890
3,0,229,2,1664864656
3,0,230,2,1665292506
3,0,231,2,1665322186
3,0,233,2,1668536291
3,0,235,2,1669539882
3,0,236,2,1669543642
3,0,239,2,1669554855
3,0,240,2,1669552268
3,0,241,2,1669555845
3,0,243,2,1669615457
3,0,246,2,1669627557
3,0,247,2,1669630832
3,0,248,2,1669633246
3,0,249,2,1669637382
3,0,250,2,1669641597
3,0,251,2,1669704306
3,0,252,2,1669708138
3,0,253,2,1669713651
3,0,254,2,1669716590
3,0,255,2,1669745044
3,0,256,2,1669787507
3,0,257,2,1669788966
3,0,258,2,1669796135
3,0,259,2,1669803014
3,0,261,2,1669871846
3,0,262,2,1670047937
3,0,263,2,1670061969
3,0,264,2,1670066343
3,0,265,2,1671344279
3,0,266,2,1671358701
3,0,271,2,1671948448
3,0,272,2,1671951886
3,0,274,2,1671960035
3,0,275,2,1671963092
3,0,276,2,1671975273
3,0,277,2,1672038583
3,0,280,2,1672043184
3,0,281,2,1672053735
3,0,282,2,1672218986
3,0,285,2,1672636641
3,0,286,2,1672899529
3,0,288,2,1673071873
3,0,289,2,1673076507
3,0,290,2,1673256788
3,0,291,2,1673258376
3,0,292,2,1673263889
3,0,293,2,1673356167
3,0,296,2,1673510783
3,0,297,2,1673695134
3,0,300,2,1673875963
3,0,329,2,1675603852
3,0,330,2,1675684748
3,0,331,2,1675749543
3,0,332,2,1675753083
3,0,333,2,1675757928
3,0,338,2,1675926399
3,0,340,2,1676204476
3,0,343,2,1677306408
3,0,344,2,1680674069
3,0,345,2,1680699934
3,0,347,2,1680958133
3,0,348,2,1681028347
3,0,349,2,1681033146
3,0,350,2,1681194833
3,0,352,2,1681552716
3,0,353,2,1681572289
3,0,355,2,1681629129
3,0,356,2,1681631509
3,0,357,2,1681636907
3,0,358,2,1681639289
3,0,359,2,1682748909
3,0,360,2,1682767865
3,0,361,2,1682769760
3,0,362,2,1682834628
3,0,363,2,1682839310
3,0,364,2,1682844048
3,0,365,2,1682852353
3,0,366,2,1682862408
3,0,367,2,1683004713
3,0,368,2,1683032970
3,0,369,2,1683098646
3,0,370,2,1683102563
3,0,371,2,1683102069
3,0,373,2,1683103598
3,0,374,2,1683104753
3,0,375,2,1683108836
3,0,376,2,1683115630
3,0,377,2,1683116817
3,0,380,2,1683373955
3,0,381,2,1683376919
3,0,382,2,1683525039
3,0,383,2,1683532988
3,0,385,2,1683548232
3,0,387,2,1683700182
3,0,388,2,1683706683
3,0,389,2,1683723123
3,0,390,2,1684048090
3,0,391,2,1684055262
3,0,392,2,1684322554
3,0,393,2,1684328564
3,0,394,2,1684329336
3,0,395,2,1684329419
3,0,397,2,1684395482
3,0,398,2,1684570270
3,0,399,2,1684581775
3,0,400,2,1684584782
3,0,401,2,1685430916
3,0,403,2,1685446095
3,0,404,2,1685508533
3,0,406,2,1686037059
3,0,407,2,1686038736
3,0,408,2,1686043418
3,0,409,2,1686046268
3,0,410,2,1686048601
3,0,411,2,1686122147
3,0,413,2,1686986274
3,0,414,2,1686992307
3,0,415,2,1687073156
3,0,416,2,1687074914
3,0,417,2,1687258321
3,0,418,2,1687418320
3,0,419,2,1687773228
3,0,420,2,1687873338
3,0,422,2,1687958667
3,0,426,2,1688547312
3,0,428,2,1688628684
3,0,431,2,1688821058
3,0,432,2,1688885865
3,0,433,2,1688890402
3,0,436,2,1689424098
3,0,437,2,1689485079
3,0,440,2,1689837993
3,0,441,2,1690112983
3,0,442,2,1690177721
3,0,443,2,1690192468
3,0,444,2,1690632784
3,0,445,2,1690798300
3,0,446,2,1691394062
3,0,447,2,1691399930
3,0,448,2,1691402503
3,0,453,2,1692173850
3,0,454,2,1692192503
3,0,455,2,1692194938
3,0,457,2,1692270965
3,0,458,2,1692278528
3,0,459,2,1692526750
3,0,460,2,1692529116
3,0,461,2,1692537927
3,0,462,2,1692618807
3,0,463,2,1692623778
3,0,464,2,1692623593
3,0,466,2,1692626018
3,0,467,2,1692634563
3,0,468,2,1692695186
3,0,469,2,1692694497
3,0,471,2,1692709111
3,0,472,2,1692709624
3,0,474,2,1692794612
3,0,475,2,1693064022
3,0,476,2,1693137097
3,0,477,2,1693209560
3,0,478,2,1693411580
3,0,479,2,1693812259
3,0,480,2,1693901525
3,0,481,2,1693912321
3,0,482,2,1694246941
3,0,483,2,1694344313
3,0,484,2,1694426257
3,0,485,2,1694524451
3,0,486,2,1694530243
3,0,488,2,1694611357
3,0,489,2,1694966652
3,0,490,2,1694972436
3,0,491,2,1695103172
3,0,492,2,1695133329
3,0,493,2,1695136182
3,0,494,2,1695138887
3,0,495,2,1695193548
3,0,496,2,1695640274
3,0,497,2,1695645075
3,0,498,2,1696068163
3,0,499,2,1696083542
3,0,501,2,1696404205
3,0,503,2,1696424087
3,0,504,2,1696498330
3,0,505,2,1696664719
3,0,507,2,1696765955
3,0,508,2,1696763872
3,0,509,2,1696770514
3,0,510,2,1696831779
3,0,511,2,1696918590
3,0,513,2,1696938828
3,0,514,2,1697008352
3,0,516,2,1697298873
3,0,517,2,1697345820
3,0,518,2,1697356745
3,0,519,2,1697374849
3,0,520,2,1697379090
3,0,521,2,1697462787
3,0,522,2,1701004732
3,0,524,2,1701608594
3,0,526,2,1701613427
3,0,527,2,1701623858
3,0,528,2,1701677960
3,0,529,2,1702321514
3,0,530,2,1702374143
3,0,533,2,1702383359
3,0,535,2,1702470169
3,0,536,2,1702476561
3,0,537,2,1702484511
3,0,538,2,1702494911
3,0,539,2,1702905067
3,0,541,2,1702917743
3,0,542,2,1702996310
3,0,543,2,1703057442
3,0,544,2,1703066901
3,0,545,2,1703101680
3,0,546,2,1703347975
3,0,547,2,1703405755
3,0,548,2,1703513343
3,0,549,2,1703938110
3,0,550,2,1703942697
3,0,551,2,1703957302
3,0,552,2,1704636704
3,0,553,2,1704711643
3,0,554,2,1704727280
3,0,555,2,1704736568
3,0,556,2,1704965991
3,0,559,2,1706535375
3,0,560,2,1707828913
3,0,561,2,1707833451
3,0,566,2,1708329872
3,0,567,2,1708938339
3,0,568,2,1708959066
3,0,569,2,1709028065
3,0,570,2,1709054687
3,0,571,2,1709454863
3,0,572,2,1709534806
3,0,574,2,1714287613
3,0,575,2,1714914822
3,0,576,2,1714922578
3,0,577,2,1714922264
3,0,578,2,1714925594
3,0,579,2,1715005060
3,0,580,2,1715016042
3,0,581,2,1715080010
3,0,582,2,1716036608
3,0,583,2,1716037357
3,0,584,2,1716053521
3,0,588,2,1716653369
3,0,589,2,1716657228
3,0,594,2,1716725883
3,0,596,2,1717938151
3,0,597,2,1717945355
3,0,599,2,1718085798
3,0,600,2,1718086298
3,0,602,2,1718103174
3,0,603,2,1718113783
3,0,604,2,1718117501
3,0,605,2,1718169762
3,0,610,2,1719665746
3,0,611,2,1719670451
3,0,613,2,1719811724
3,0,614,2,1719827427
3,0,615,2,1719829902
3,0,616,2,1722455021
3,0,617,2,1722497311
3,0,618,2,1722513890
3,0,619,2,1723916159
3,0,621,2,1725111424
3,0,622,2,1725114127
3,0,625,2,1725189070
3,0,627,2,1725194535
3,0,628,2,1725787261
3,0,631,2,1727096220
3,0,632,2,1727096909
3,0,633,2,1727108145
3,0,635,2,1727178730
3,0,637,2,1727187723
3,0,638,2,1727284453
3,0,639,2,1727285119
3,0,640,2,1727342826
3,0,642,2,1727630987
3,0,643,2,1727876345
3,0,644,2,1727936258
3,0,645,2,1728134738
3,0,646,2,1728212694
3,0,648,2,1728492401
3,0,649,2,1728569040
3,0,650,2,1728824847
3,0,652,2,1728900467
3,0,653,2,1728907762
3,0,654,2,1729005500
3,0,655,2,1729675770
3,0,656,2,1729678607
3,0,657,2,1729689572
3,0,658,1,1730189858
3,0,658,2,1730189858
3,0,659,1,1730205025
3,0,659,2,1730205025
4,0,1,2,1674985050
4,0,302,2,1674987827
4,0,303,2,1675059131
4,0,315,2,1675147732
4,0,317,2,1675165386
4,0,324,2,1675243647
4,0,326,2,1675318368
4,0,327,2,1675587631
4,0,328,2,1675599857
4,0,335,1,1675850529
4,0,335,2,1675850529
5,0,1,2,1674984668
5,0,315,2,1675147756
5,0,327,1,1675587664
5,0,327,2,1675587664
